,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,loa janan,-0.58,117.09,23.37,96,70,0.53,ID,1607109771
381,tigil,57.8,158.67,-12.84,93,96,2.4,RU,1607109772
382,bonavista,48.65,-53.11,5.0,75,0,2.6,CA,1607109772
383,lockhart,28.62,-81.44,24.44,60,1,5.7,US,1607109762
384,avera,33.19,-82.53,20.0,64,90,4.1,US,1607109772
385,heihe,50.24,127.49,-10.0,66,20,2.0,CN,1607109772
386,zhanakorgan,43.91,67.25,-11.23,95,100,4.01,KZ,1607109772
387,khash,28.22,61.22,9.15,59,0,1.15,IR,1607109772
388,dunedin,-45.87,170.5,13.33,69,100,7.6,NZ,1607109772
389,tautira,-17.73,-149.15,30.0,58,75,3.6,PF,1607109772
390,alta floresta,-9.88,-56.09,34.1,45,9,1.46,BR,1607109482
391,ahipara,-35.17,173.17,14.57,66,99,1.05,NZ,1607109772
392,podgorenskiy,50.41,39.64,-5.36,81,0,5.69,RU,1607109772
393,northam,51.03,-4.22,7.22,84,100,4.92,GB,1607109773
394,hastings,50.86,0.57,6.0,87,98,5.7,GB,1607109552
395,tharad,24.4,71.63,20.3,35,0,1.08,IN,1607109773
396,mercedes,-34.65,-59.43,22.22,40,100,2.24,AR,1607109773
397,hurghada,27.26,33.81,18.0,45,0,2.84,EG,1607109736
398,santa rosalia,27.32,-112.28,17.93,31,0,8.3,MX,1607109773
399,kavieng,-2.57,150.8,28.04,72,44,2.51,PG,1607109773
400,mingguang,32.78,117.96,1.95,76,0,1.58,CN,1607109773
401,parkersburg,39.27,-81.56,7.78,93,90,2.1,US,1607109520
402,scottsbluff,41.87,-103.67,13.0,17,1,7.7,US,1607109773
403,ballina,-28.87,153.57,22.0,94,90,1.0,AU,1607109773
404,gaoual,11.75,-13.2,29.82,23,0,0.86,GN,1607109774
405,alice springs,-23.7,133.88,28.0,32,8,4.68,AU,1607109774
406,estelle,29.85,-90.11,13.33,71,75,5.7,US,1607109774
407,palana,59.12,159.97,-12.31,86,39,3.42,RU,1607109774
408,coari,-4.08,-63.14,32.74,55,100,2.04,BR,1607109774
409,kemijarvi,66.71,27.43,-3.08,97,100,3.74,FI,1607109774
410,poya,-21.35,165.15,23.4,78,0,1.21,NC,1607109774
411,waingapu,-9.66,120.26,26.97,77,98,1.01,ID,1607109774
412,benjamin hill,30.17,-111.1,17.22,23,0,4.02,MX,1607109774
413,galle,6.04,80.22,26.65,81,7,5.08,LK,1607109479
414,muriti,-1.98,32.92,21.0,77,75,3.41,TZ,1607109775
415,swords,53.46,-6.22,7.22,87,75,10.3,IE,1607109775
416,muli,2.92,73.57,28.18,78,89,7.46,MV,1607109775
417,madisonville,37.33,-87.5,9.0,66,90,4.1,US,1607109758
418,alyangula,-13.85,136.42,25.0,100,52,1.0,AU,1607109775
419,bambous virieux,-20.34,57.76,25.56,83,40,2.6,MU,1607109775
420,moose factory,51.26,-80.61,-4.0,92,90,5.7,CA,1607109624
421,sitka,57.05,-135.33,9.0,70,90,8.2,US,1607109775
422,almaznyy,48.04,40.05,-3.0,63,75,11.0,RU,1607109775
423,kaitangata,-46.28,169.85,12.22,69,100,1.79,NZ,1607109775
424,majene,-3.54,118.97,26.28,72,64,1.68,ID,1607109775
425,kyra,49.58,111.98,-13.82,82,0,1.49,RU,1607109775
426,pontes e lacerda,-15.23,-59.34,36.0,30,9,3.47,BR,1607109776
427,derzhavinsk,51.1,66.32,-18.29,91,89,4.31,KZ,1607109776
428,keti bandar,24.14,67.45,23.07,86,0,4.22,PK,1607109776
429,portland,45.52,-122.68,8.89,65,1,1.44,US,1607109555
430,spring valley,36.11,-115.25,12.78,10,1,1.5,US,1607109776
431,quebradanegra,5.12,-74.48,21.0,40,40,6.7,CO,1607109776
432,huarmey,-10.07,-78.15,22.63,65,31,5.45,PE,1607109776
433,ostrovnoy,68.05,39.51,-3.74,95,65,10.64,RU,1607109776
434,mecca,21.43,39.83,24.73,64,8,1.93,SA,1607109513
435,marawi,8.0,124.29,23.33,95,100,1.79,PH,1607109776
436,candido mendes,-1.45,-45.72,30.37,62,96,3.52,BR,1607109776
437,santa barbara,34.73,-120.03,20.0,25,1,1.12,US,1607109648
438,astoria,46.19,-123.83,10.56,66,1,4.6,US,1607109603
439,kigoma,-4.88,29.63,23.0,94,40,2.14,TZ,1607109777
440,benguela,-12.58,13.41,24.55,78,100,3.2,AO,1607109777
441,qianan,44.99,124.06,-12.41,91,0,4.23,CN,1607109777
442,walvis bay,-22.96,14.51,16.67,80,19,1.2,NA,1607109777
443,hambantota,6.12,81.12,24.0,100,40,0.5,LK,1607109777
444,nouadhibou,20.93,-17.03,21.0,60,0,6.7,MR,1607109777
445,isilkul,54.91,71.27,-18.44,93,0,1.83,RU,1607109777
446,ambulu,-8.35,113.61,24.8,89,100,1.54,ID,1607109777
447,pundaguitan,6.37,126.17,28.14,75,20,1.09,PH,1607109778
448,abu dhabi,24.47,54.37,25.0,78,0,1.0,AE,1607109602
449,lubao,14.92,120.55,26.0,78,75,1.0,PH,1607109778
450,luganville,-15.53,167.17,24.0,94,75,0.91,VU,1607109778
451,vostok,46.49,135.88,-15.69,96,80,2.36,RU,1607109778
452,ambilobe,-13.2,49.05,25.62,81,54,1.04,MG,1607109778
453,cap malheureux,-19.98,57.61,25.56,75,21,2.24,MU,1607109778
454,lynchburg,37.41,-79.14,13.33,62,75,5.1,US,1607109568
455,chapais,49.78,-74.85,-4.0,85,90,3.1,CA,1607109778
456,vila,42.03,-8.16,2.22,95,100,2.24,PT,1607109778
457,jaciara,-15.97,-54.97,34.06,36,12,2.7,BR,1607109778
458,tual,-5.67,132.75,28.78,70,100,2.12,ID,1607109779
459,oussouye,12.48,-16.55,27.0,74,0,3.1,SN,1607109779
460,santarem,-2.44,-54.71,32.0,62,20,5.1,BR,1607109482
461,dharur,18.82,76.12,18.03,43,24,2.86,IN,1607109779
462,road town,18.42,-64.62,26.11,69,75,7.2,VG,1607109617
463,turayf,31.67,38.66,12.0,87,40,5.1,SA,1607109666
464,stoughton,42.13,-71.1,15.0,35,100,6.7,US,1607109779
465,codrington,-38.27,141.97,17.13,46,100,5.71,AU,1607109779
466,richmond,37.55,-77.46,15.56,62,90,8.2,US,1607109700
467,conakry,9.54,-13.68,28.09,77,0,5.22,GN,1607109671
468,cordoba,-31.41,-64.18,19.44,55,0,2.1,AR,1607109639
469,yamada,39.47,141.95,1.73,85,1,1.94,JP,1607109780
470,lixourion,38.2,20.43,12.0,87,40,2.67,GR,1607109780
471,zawadzkie,50.6,18.48,6.0,75,0,3.6,PL,1607109780
472,saint-francois,46.42,3.91,4.44,100,90,1.0,FR,1607109780
473,aksarka,66.56,67.8,-8.26,93,100,7.0,RU,1607109780
474,hervey bay,-25.3,152.85,22.22,77,87,4.05,AU,1607109780
475,belaya gora,68.53,146.42,-31.29,87,99,1.48,RU,1607109780
476,olinda,-8.01,-34.86,27.0,69,20,3.6,BR,1607109780
477,vestmannaeyjar,63.44,-20.27,-4.0,53,0,8.7,IS,1607109780
478,champerico,14.3,-91.92,32.0,55,20,4.1,GT,1607109780
479,nieves,15.33,120.95,26.0,78,75,1.0,PH,1607109781
480,normal,40.51,-88.99,7.78,56,1,6.7,US,1607109781
481,giyani,-23.3,30.72,25.07,58,100,6.34,ZA,1607109690
482,ogaminana,7.59,6.22,28.24,48,23,1.98,NG,1607109781
483,khanpur,28.65,70.66,19.74,25,0,2.33,PK,1607109781
484,vryheid,-27.77,30.79,12.99,89,100,2.45,ZA,1607109781
485,esmeraldas,-19.76,-44.31,31.0,45,40,2.6,BR,1607109781
486,yar-sale,66.83,70.83,-8.67,95,100,5.98,RU,1607109781
487,la cabima,9.13,-79.53,32.22,58,40,5.7,PA,1607109781
488,high level,58.52,-117.14,-7.0,100,5,1.58,CA,1607109662
489,sao felix do xingu,-6.64,-51.99,33.92,42,100,2.08,BR,1607109781
490,emba,48.83,58.14,-14.62,91,90,3.47,KZ,1607109781
491,barth,54.36,12.72,1.67,86,75,3.1,DE,1607109782
492,mineros,-17.12,-63.23,31.0,62,75,4.1,BO,1607109782
493,tocopilla,-22.09,-70.2,20.58,54,82,2.85,CL,1607109782
494,kilosa,-6.83,36.98,22.3,87,23,1.69,TZ,1607109782
495,adrasmon,40.65,69.99,-1.0,92,90,8.0,TJ,1607109782
496,powell river,49.85,-124.54,9.0,81,75,3.1,CA,1607109782
497,cascais,38.7,-9.42,8.33,70,20,9.3,PT,1607109504
498,makakilo city,21.35,-158.09,27.0,61,1,4.1,US,1607109782
499,hovd,48.01,91.64,-16.94,83,0,0.55,MN,1607109782
500,arman,59.7,150.17,-9.69,94,100,3.42,RU,1607109782
501,reyes,-14.32,-67.38,35.03,42,92,2.49,BO,1607109782
502,cortez,37.35,-108.59,3.33,23,1,3.1,US,1607109782
503,olafsvik,64.89,-23.71,-4.03,86,38,7.29,IS,1607109783
504,honningsvag,70.98,25.97,2.0,69,0,9.8,NO,1607109783
505,stephenville,32.22,-98.2,13.0,30,1,3.1,US,1607109783
506,san vicente,-26.62,-54.13,19.38,96,100,2.33,AR,1607109783
507,cockburn town,21.46,-71.14,23.0,94,90,2.1,TC,1607109492
508,palmerston,-12.49,130.98,26.0,83,40,3.6,AU,1607109783
509,saint-georges,12.06,-61.75,30.0,66,20,10.3,GD,1607109783
510,ilhabela,-23.78,-45.36,26.04,79,58,3.72,BR,1607109639
511,panalipan,10.65,124.02,25.0,94,40,1.0,PH,1607109783
512,kalabo,-14.97,22.68,22.23,80,10,2.43,ZM,1607109783
513,berlevag,70.86,29.09,-3.0,86,75,10.3,NO,1607109783
514,gimli,50.63,-96.99,-7.0,85,0,2.6,CA,1607109784
515,knysna,-34.04,23.05,16.0,72,9,8.2,ZA,1607109784
516,nhulunbuy,-12.23,136.77,26.0,94,75,2.48,AU,1607109784
517,damortis,16.24,120.41,24.96,75,98,1.24,PH,1607109784
518,shushtar,32.05,48.86,18.87,60,0,0.86,IR,1607109784
519,baruun-urt,46.68,113.28,-18.33,90,0,5.1,MN,1607109784
520,guapimirim,-22.54,-42.98,33.0,43,20,6.7,BR,1607109784
521,lensk,60.73,114.93,-14.44,92,100,4.64,RU,1607109675
522,novyy urengoy,66.08,76.63,-10.52,96,100,6.99,RU,1607109554
523,kargat,55.2,80.28,-19.34,92,58,1.73,RU,1607109784
524,kaa-khem,51.68,94.73,-23.94,84,3,0.36,RU,1607109784
525,gizo,-8.1,156.84,27.3,76,86,2.82,SB,1607109784
526,san policarpo,12.18,125.51,25.74,89,100,1.14,PH,1607109785
527,saint george,37.1,-113.58,5.0,20,1,0.5,US,1607109785
528,kutum,14.2,24.67,18.74,27,0,1.76,SD,1607109785
529,gat,31.61,34.76,17.0,67,0,1.0,IL,1607109545
530,hargeysa,9.56,44.06,19.34,86,96,3.93,SO,1607109785
531,abu samrah,35.3,37.18,12.53,70,10,1.95,SY,1607109785
532,hasaki,35.73,140.83,7.22,81,75,3.1,JP,1607109785
533,eureka,40.8,-124.16,9.0,87,75,1.5,US,1607109785
534,todos santos,23.45,-110.22,25.0,39,0,1.34,MX,1607109785
535,aswan,24.09,32.91,15.97,36,91,0.92,EG,1607109785
536,college,64.86,-147.8,-17.0,84,75,0.47,US,1607109785
537,coahuayana,18.73,-103.68,25.0,69,90,5.1,MX,1607109785
538,igunga,-4.28,33.88,22.25,77,35,2.81,TZ,1607109786
539,pitea,65.32,21.48,1.0,93,75,3.6,SE,1607109608
540,banjar,-8.19,114.97,27.0,88,75,3.6,ID,1607109786
541,noumea,-22.28,166.46,25.0,83,0,0.5,NC,1607109786
542,nantucket,41.28,-70.1,13.0,76,90,6.2,US,1607109767
543,havoysund,71.0,24.66,2.0,69,0,9.8,NO,1607109786
544,bellevue,47.61,-122.2,9.44,61,1,2.1,US,1607109535
545,port-gentil,-0.72,8.78,27.0,88,20,5.1,GA,1607109787
546,mangaratiba,-22.96,-44.04,32.0,46,20,8.2,BR,1607109723
547,duvan,55.7,57.9,-12.03,96,93,0.62,RU,1607109787
548,hakodate,41.78,140.74,3.73,74,0,7.42,JP,1607109787
549,misterbianco,37.53,14.95,13.89,87,20,2.6,IT,1607109787
550,yulara,-25.24,130.99,28.0,21,84,1.5,AU,1607109787
551,lardos,36.09,28.02,14.0,82,75,1.0,GR,1607109787
552,manjacaze,-24.71,33.88,22.37,74,95,3.62,MZ,1607109787
553,westport,41.14,-73.36,11.0,57,90,2.6,US,1607109787
554,tecoanapa,16.52,-98.75,29.05,60,0,3.59,MX,1607109787
555,domazlice,49.44,12.93,1.0,96,90,3.6,CZ,1607109787
556,clearlake,38.96,-122.63,16.11,32,0,1.18,US,1607109788
